INDEX;CONC;PREC;TMAX;TMIN;VMIN;DIR;VMAX
06/06/13;27.23;0.6;28.1;10.9;1.4;6;3.6
07/06/13;11.53;0.0;29.8;11.5;1.1;3;4.2
08/06/13;4.16;0.2;30.5;12;1.3;3;3.5
09/06/13;7.69;0.0;23.1;12.4;0.8;1;1.5
10/06/13;0.32;6.0;23.2;13.7;1.5;1;4.0
11/06/13;0;1.0;25.9;13.2;1.3;3;2.6
12/06/13;0;0.0;29.9;15.3;1.1;1;2.3
13/06/13;47.73;0.0;30.6;13.3;1.3;1;3.2
14/06/13;49.97;0.0;30.4;14.4;1.5;3;3.3
15/06/13;43.25;0.0;30.2;16.2;1.5;4;3.8
16/06/13;41;0.0;32;13.9;1.3;6;2.9
17/06/13;45.81;0.0;34.6;14.7;1.0;4;1.9
18/06/13;63.11;0.0;36.4;17.8;1.1;6;2.8
19/06/13;68.55;0.0;35.8;20.5;1.2;6;2.4
20/06/13;70.47;0.0;34.8;17.4;1.5;3;4.4
21/06/13;30.11;0.0;30;17.9;1.6;4;2.7
22/06/13;46.77;0.0;27.5;14.4;1.7;3;3.7
23/06/13;40.68;0.0;27.7;16.6;1.7;3;3.6
24/06/13;32.67;0.0;25.2;14.1;1.6;1;7.3
25/06/13;12.81;13.0;27.8;12;1.2;1;3.5
26/06/13;15.70;0.0;25.2;13;3.1;3;6.8
27/06/13;14.74;0.0;27.2;13.7;2.7;0;8.8
28/06/13;4.81;0.0;22.8;14.9;3.9;3;6.4
29/06/13;20.50;0.0;26;12.3;1.9;1;4.4
30/06/13;13.77;0.0;29.7;10.8;1.1;3;2.3
01/07/13;0.32;0.0;30.7;11.8;1.2;3;2.7
03/07/13;0;0.0;29.9;13.4;1.2;6;2.7
04/07/13;1.60;0.0;28.6;17.1;1.5;3;4.8
05/07/13;41.96;10.4;32;14.9;2.2;6;4.7
06/07/13;45.81;0.0;32.1;18.4;2.7;6;5.0
07/07/13;8.97;0.0;31.1;19.1;3.3;1;6.8
08/07/13;2.56;0.0;31.1;20.2;3.9;0;7.1
09/07/13;9.29;0.0;32.2;19.2;2.4;0;5.4
10/07/13;0.64;0.0;33.4;17.3;1.2;5;5.0
11/07/13;0.32;21.2;29.9;18.6;1.1;3;4.0
12/07/13;0;0.0;31;17.2;1.5;1;3.0
13/07/13;7.05;0.0;31.2;17.9;1.6;3;3.2
14/07/13;9.93;0.0;31.3;18.2;2.4;3;5.0
15/07/13;9.93;0.0;33;15.7;1.1;6;2.3
16/07/13;10.57;0.0;34.7;17.6;1.1;3;3.0
17/07/13;6.41;0.0;34;18.4;1.3;5;3.9
18/07/13;7.37;0.0;34;17.3;1.5;3;3.0
19/07/13;8.33;23.0;31.1;16.4;1.3;3;5.4
20/07/13;6.41;0.0;32.4;16.5;1.3;1;4.3
21/07/13;7.69;0.0;32.7;14.9;1.8;5;4.3
22/07/13;8.65;0.0;33.2;17.1;1.7;6;4.5
23/07/13;6.41;0.0;34.9;17.3;1.3;5;2.7
24/07/13;5.77;0.0;33.1;18.7;1.6;1;3.3
25/07/13;5.13;0.0;34.2;17.2;1.4;6;2.9
26/07/13;6.73;0.0;36.2;20.4;1.3;3;2.8
27/07/13;5.13;0.0;37.4;18;1.2;3;2.9
28/07/13;3.20;0.0;38.8;18;1.4;6;4.0
29/07/13;3.20;0.0;31.8;19.4;1.5;6;3.7
30/07/13;4.48;5.2;32.8;19.2;1.7;5;3.7
31/07/13;4.81;0.0;33;15.9;2.3;6;6.0
01/08/13;0;0.0;34.8;17;2.6;1;5.6
03/08/13;0;0.0;38.5;18.5;1.3;3;3.1
04/08/13;0;0.0;36.7;18;1.2;6;2.9
05/08/13;20.18;0.0;37.7;17.8;1.2;3;2.7
06/08/13;59.58;0.0;38.5;18.4;1.0;3;2.4
07/08/13;12.81;0.0;39.6;18.4;1.3;1;3.9
08/08/13;7.69;0.0;37.9;18.4;1.3;5;3.2
09/08/13;3.52;0.0;34.1;21.4;1.6;1;2.8
10/08/13;0.64;0.0;31.8;18.7;2.8;3;5.7
11/08/13;0;0.0;34;18.9;2.6;1;5.2
12/08/13;0;0.0;35.9;16.4;1.3;3;2.6
13/08/13;4.16;0.0;35;18;1.4;1;3.3
14/08/13;3.84;0.0;33.8;17.7;4.0;3;8.1
15/08/13;1.92;0.0;30.6;19.5;5.7;0;8.3
16/08/13;1.60;0.0;34.1;20.2;2.8;1;5.0
17/08/13;3.20;0.0;35;15.5;1.2;6;2.7
18/08/13;2.88;0.0;34.2;15.9;1.1;3;2.6
19/08/13;1.92;0.0;33.1;16.2;1.6;3;3.6
20/08/13;0.96;14.8;24.8;17.4;3.4;5;7.0
21/08/13;2.24;0.0;28.7;20;4.6;1;7.8
22/08/13;1.92;0.0;32.5;17.3;3.3;0;5.7
23/08/13;0.64;0.0;32.8;15.6;1.2;6;3.1
24/08/13;0.96;0.0;31.7;17.8;1.3;3;2.6
25/08/13;1.28;16.4;28.4;16;1.7;5;5.8
26/08/13;1.28;0.0;28.8;17.1;1.2;3;2.8
27/08/13;2.24;0.0;29.8;17.1;1.3;1;2.9
28/08/13;1.28;0.8;28.7;17.3;1.2;5;2.7
29/08/13;0;0.0;31.7;15.5;1.4;6;4.6
30/08/13;1.92;0.8;30.1;14.4;2.5;5;5.4
31/08/13;1.28;0.0;31.3;12.3;1.4;5;3.5
01/09/13;0;0.0;32;12.6;1.4;1;2.8
03/09/13;0.32;0.0;33.4;13.9;1.0;6;2.3
04/09/13;0.96;0.0;34.8;14.4;1.0;3;2.5
05/09/13;66.31;0.0;33.9;15.3;1.1;5;2.2
06/09/13;7.37;0.0;33.7;16.2;1.2;6;3.0
07/09/13;13.13;0.0;33.5;16.1;1.1;3;2.7
08/09/13;3.20;0.0;29.6;17.5;1.0;6;2.0
09/09/13;2.56;3.4;28.7;16.8;2.3;1;4.8
10/09/13;0.32;0.0;25.9;15.5;1.2;3;3.0
11/09/13;0.32;10.4;25.9;15.5;1.6;6;3.1
12/09/13;0;0.0;26.2;12.8;1.3;3;2.7
13/09/13;2.56;0.0;26.9;13.3;1.2;3;3.2
14/09/13;1.28;0.0;26.9;12.3;1.1;3;2.5
15/09/13;0.96;3.8;24.5;14.8;1.0;3;2.3
16/09/13;0.64;14.8;23.4;14;1.4;5;3.0
17/09/13;0.64;0.2;24.2;14.9;2.1;7;4.5
18/09/13;0.32;0.0;23.4;11.2;1.0;3;3.1
19/09/13;1.92;0.0;27.7;15.9;1.0;1;2.5
20/09/13;1.28;0.0;28.8;12.5;1.0;1;2.1
21/09/13;1.28;0.0;28.8;12.1;1.7;6;4.5
22/09/13;2.88;0.0;27.1;13;2.3;1;4.8
23/09/13;0.64;0.0;28.1;9.6;0.9;6;2.5
24/09/13;1.60;0.0;26.8;10.1;1.1;3;3.0
25/09/13;0.64;0.0;26.2;11.2;1.1;5;2.5
26/09/13;0.32;0.0;25.2;15;1.1;3;3.1
27/09/13;0;0.0;23.8;15.8;0.9;3;2.2
28/09/13;0.64;0.0;27.3;17;0.8;3;1.8
29/09/13;0.32;22.6;21.9;15.1;1.2;6;3.8
30/09/13;0.32;23.2;21.5;13;1.3;7;5.6
01/10/13;0;2.8;25;11.9;1.6;0;4.5
03/10/13;0;0.0;23.4;10.8;3.4;0;6.7
04/10/13;3.52;0.0;22.3;14.4;1.8;1;3.2
05/10/13;21.14;13.6;17.1;14.4;2.1;1;5.6
06/10/13;21.78;26.2;21.6;14.7;4.1;0;6.1
07/10/13;13.13;1.2;18.3;14.8;3.0;1;6.9
08/10/13;1.92;11.2;21.8;14.4;4.1;0;6.1
09/10/13;2.56;0.0;23.2;12.9;0.9;6;2.3
10/10/13;1.28;0.8;21.7;14.2;1.6;3;4.4
11/10/13;0.32;8.8;21.3;11.3;1.2;3;2.8
12/10/13;0;4.6;19.3;9.2;1.0;6;3.1
13/10/13;0;0.2;19.4;7.2;0.5;3;1.4
14/10/13;0.64;0.0;18.1;10.1;0.6;5;1.3
15/10/13;0.32;4.4;21.3;13.9;0.9;7;2.3
16/10/13;0.32;10.0;24;12.8;1.0;6;2.3
17/10/13;0.64;0.0;23.9;11.5;0.8;1;2.1
18/10/13;0.64;0.0;23.1;9.9;0.7;7;1.4
19/10/13;0;0.0;23.1;12.3;0.7;3;1.6
20/10/13;0;0.0;20.4;12.6;0.8;6;2.2
30/10/13;0;0.0;22.9;13.4;2.0;7;6.2
31/10/13;0;0.0;20.5;14.7;5.1;0;6.9
01/11/13;0;0.0;22;8.9;0.7;1;2.7
03/11/13;0;0.0;22.7;12.3;2.0;3;7.2
04/11/13;7.05;0.0;18.1;12.3;1.5;2;3.7
05/11/13;60.54;20.2;19.1;10.4;0.7;1;1.5
06/11/13;41.96;0.0;20.4;8.5;0.9;1;2.9
07/11/13;6.09;0.2;22.4;11.3;0.7;6;1.8
08/11/13;3.52;0.0;22.7;13.2;0.8;3;1.8
09/11/13;3.52;0.0;19.8;11.9;1.7;3;3.7
10/11/13;0.32;9.8;15.2;10.1;1.7;5;3.9
11/11/13;0;20.6;12.4;8.3;5.3;0;10.2
12/11/13;0;1.0;16.2;11.2;5.1;0;12.5
13/11/13;0;0.0;18.9;13;4.8;1;7.7
14/11/13;0;0.0;16.4;11.9;2.7;0;6.6
15/11/13;0;17.2;14.8;11.2;2.4;3;7.4
16/11/13;0;0.0;15.4;11.2;4.9;0;7.6
17/11/13;0;0.0;14.8;9.8;2.9;0;6.5
18/11/13;0;0.0;17.5;9.7;2.5;3;6.8
19/11/13;0;3.2;16.8;7.6;1.2;1;3.7
20/11/13;0;3.6;12.5;6.3;1.5;6;3.7
21/11/13;0;7.6;10.1;4.7;1.9;7;4.9
22/11/13;0;27.6;12.8;3.8;2.3;3;6.1
23/11/13;0;3.2;9.6;4.1;2.0;1;4.6
24/11/13;0;0.8;12.1;3.5;2.5;7;6.2
25/11/13;0;0.0;11.6;0.3;2.1;3;6.8
26/11/13;0;0.2;8.4;-0.2;2.5;1;5.7
27/11/13;0;0.0;4.6;-0.4;2.9;1;7.0
28/11/13;0;0.0;9.6;1.3;4.1;3;7.0
29/11/13;0;0.0;11.2;-2.6;0.7;6;2.1
30/11/13;0;0.2;10.2;-1.5;2.8;5;7.9
01/12/13;0;0.0;9.4;6.6;5.2;1;8.9
02/12/13;0;0.0;10.7;7.6;4.1;1;8.0
03/12/13;0;0.0;13;3.1;4.6;1;7.8
04/12/13;5.77;0.0;12.3;-2.3;0.6;3;2.0
05/12/13;27.87;0.0;10.6;-3.4;0.5;6;1.6
06/12/13;34.28;0.0;10.3;3.7;0.6;2;1.7
07/12/13;7.05;0.2;11.1;1.5;0.7;4;1.5
08/12/13;2.56;0.2;8.8;0.9;0.6;1;1.2
09/12/13;2.24;0.0;8.3;-0.5;0.4;1;1.1
10/12/13;0.64;0.2;10.6;1;0.5;3;1.4
11/12/13;0.32;0.0;8.9;1.4;0.6;1;1.3
12/12/13;0;0.2;12.1;1.8;0.5;1;1.3
13/12/13;0;0.0;7.5;0.8;0.9;3;2.4
14/12/13;0;0.0;9.8;4;0.4;3;1.0
15/12/13;0;0.0;14.7;2.2;1.6;5;4.3
16/12/13;0;0.0;12.6;-1.7;0.5;6;2.3
17/12/13;0;0.0;11.9;-2.5;0.5;6;1.6
18/12/13;0;0.2;8.6;-3.4;0.5;5;1.9
19/12/13;0;0.0;8;-1.8;0.5;7;1.4
20/12/13;0;0.6;13.2;4.1;0.6;7;1.7
21/12/13;0;0.8;14.7;6.9;0.5;6;1.4
22/12/13;0;0.0;13.2;6.2;0.7;3;2.1
23/12/13;0;0.2;12;7.1;0.4;5;0.9
24/12/13;0;0.0;12.3;6.9;1.4;3;2.9
25/12/13;0;0.0;14.4;10.1;2.9;3;5.0
26/12/13;0;10.0;14.1;4.7;1.6;6;3.5
27/12/13;0;4.2;10.8;2.9;1.3;3;5.2
28/12/13;0;0.2;13.4;1.4;0.8;1;1.7
29/12/13;0;5.8;12.6;6;1.1;6;2.5
30/12/13;0;0.2;11.6;5.5;3.8;5;8.1
31/12/13;0;0.0;11.2;2.5;3.0;1;5.2
01/01/14;0;0.0;11;-1.5;0.6;3;1.8
02/01/14;0;0.0;8.7;2;0.8;6;2.2
03/01/14;0;13.6;11.3;7.4;0.6;2;1.5
04/01/14;5.13;5.0;14.8;10.8;1.6;1;3.4
05/01/14;67.59;6.2;14.8;6.2;1.7;5;2.7
06/01/14;71.44;0.4;14.3;1.8;0.9;6;2.0
07/01/14;8.65;0.2;13.4;2.8;0.5;6;1.4
08/01/14;7.69;0.0;11;3.1;0.5;5;1.5
09/01/14;1.20;0.0;13.4;6.4;0.8;5;1.4
10/01/14;0;0.0;12.3;6.9;0.6;3;1.3
11/01/14;0;0.0;15.5;7.1;0.5;3;1.5
12/01/14;0;0.0;14.3;3.9;0.7;5;2.0
13/01/14;0;0.2;7.6;1.5;0.5;5;1.3
14/01/14;0;3.2;11.4;7.6;1.5;6;2.8
15/01/14;0;12.8;13.7;3.7;0.9;5;1.8
16/01/14;0;0.0;10.2;3.3;0.6;3;1.7
17/01/14;0;0.0;12.6;10;1.5;3;3.9
18/01/14;0;34.6;14;11;1.4;1;2.2
19/01/14;0;9.4;15.4;9.6;1.1;1;2.2
20/01/14;0;9.8;15.9;9.2;1.7;3;5.3
21/01/14;0;0.0;12.9;8.4;1.3;1;5.9
22/01/14;0;0.0;12;4;1.0;3;2.0
23/01/14;0;0.2;10.8;1.4;0.6;6;3.1
24/01/14;0;18.4;10.1;5.2;2.3;0;5.7
25/01/14;0;0.0;12;0.7;2.6;1;5.9
26/01/14;0;0.0;12.6;-1.3;2.0;2;8.9
27/01/14;0;1.0;5.8;0.8;1.8;6;5.1
28/01/14;0.32;11.8;8.1;-0.3;2.4;1;4.5
29/01/14;0;0.0;9.4;-3;1.2;3;3.0
30/01/14;0;16.6;10.4;4.7;1.5;5;2.9
31/01/14;0;41.8;11.3;8.8;1.2;4;3.9
01/02/14;0;6.8;16;8.1;1.5;1;3.9
02/02/14;0;0.8;11.2;7;1.8;6;5.4
03/02/14;0.32;3.8;15.8;7.8;1.8;1;3.8
04/02/14;3.52;2.4;13;7.9;0.6;5;1.3
05/02/14;6.41;6.6;12.5;7.1;1.3;3;2.8
06/02/14;48.37;10.0;14;5.3;1.4;3;3.7
07/02/14;8.97;0.0;14.8;3;1.4;6;4.6
08/02/14;1.60;15.0;13.4;6.9;1.8;5;4.1
09/02/14;0.40;2.4;14.4;7.8;2.6;5;5.7
10/02/14;0.40;4.2;11.9;7.9;1.7;6;3.0
11/02/14;0.40;44.6;13;6.5;1.1;6;4.4
12/02/14;0;1.2;13.7;4.1;0.9;0;2.0
13/02/14;0;0.0;15.3;4.6;1.5;3;4.4
14/02/14;0.64;3.0;16.9;6.6;1.1;0;3.9
15/02/14;0.32;0.0;16.7;7.1;0.7;6;1.8
16/02/14;0;0.0;18.7;10.7;1.0;1;3.1
17/02/14;0.32;0.0;15.4;9.2;1.5;3;3.6
18/02/14;0.32;0.0;19.5;6.5;1.3;2;5.3
19/02/14;0.32;0.0;18.3;10.2;1.4;2;5.2
20/02/14;0;28.4;12.3;8.1;2.2;1;5.2
21/02/14;0;3.2;15.7;5.2;1.0;3;2.0
22/02/14;0.32;7.4;14.4;3.7;1.2;6;3.7
23/02/14;0;4.8;14.4;1.9;1.8;6;4.3
24/02/14;0.32;0.0;15.6;1.4;2.0;6;4.6
25/02/14;0.64;0.0;15.9;0.4;0.8;5;1.7
26/02/14;0;0.0;10.9;4.6;1.2;6;2.4
27/02/14;0.32;19.4;13.3;2.7;0.9;1;2.5
28/02/14;0;1.6;11;5.7;1.0;3;2.2
02/03/14;0;0.0;15.5;3.6;1.9;3;6.7
03/03/14;0.64;0.0;12.9;1.1;1.0;6;2.4
04/03/14;5.77;2.6;12.3;6.5;4.1;6;8.5
05/03/14;0.64;2.8;13.6;6.5;2.6;1;6.5
06/03/14;56.70;0.0;14.9;5.2;2.8;1;6.9
07/03/14;5.13;0.0;18.2;8.2;3.3;1;7.8
08/03/14;3.52;0.0;15.6;8.2;3.8;0;8.4
09/03/14;0.40;0.0;16.8;5.9;3.3;0;7.6
10/03/14;0.40;0.0;13.8;6.2;2.9;6;5.5
11/03/14;0;0.0;14.4;6;3.4;0;6.0
12/03/14;0;0.0;18.8;3.8;3.0;5;5.7
13/03/14;0.96;0.0;22.3;1.5;1.2;6;4.4
14/03/14;3.20;0.0;22;2.3;0.9;1;2.1
15/03/14;3.52;0.0;18.6;2.3;1.1;6;3.1
16/03/14;1.92;0.0;20.7;4;1.1;5;2.2
17/03/14;2.24;0.0;20.2;7.4;1.0;6;1.9
18/03/14;1.60;0.0;20.9;9.3;1.4;3;3.5
19/03/14;3.52;0.0;19.4;8.5;1.0;7;2.1
20/03/14;4.16;0.0;24.8;5.1;0.9;6;2.6
21/03/14;6.41;0.0;21.4;7.4;1.1;1;2.3
22/03/14;2.24;1.0;17.3;10.3;1.5;1;3.9
23/03/14;0.96;11.6;14.1;6.2;2.1;5;5.3
24/03/14;0.32;11.0;12.6;3.8;1.6;7;4.8
25/03/14;1.28;0.0;15.5;1.1;1.3;3;4.6
26/03/14;1.28;0.0;14.8;6.2;3.4;1;5.9
27/03/14;1.60;0.0;13.9;8.8;4.1;1;7.6
28/03/14;1.60;0.4;19.2;8.3;2.2;0;4.7
29/03/14;2.88;0.0;23;3.8;2.3;5;5.9
30/03/14;1.60;0.0;23;5.5;1.0;6;2.5
31/03/14;3.84;0.0;21.8;4.8;1.2;5;2.5
02/04/14;0;0.0;19.6;5.9;1.1;5;2.0
04/04/14;2.88;0.8;15.9;11.2;2.9;1;9.8
05/04/14;39.08;11.8;19.2;9.5;2.8;7;7.4
06/04/14;34.60;0.0;21.8;9.8;2.6;3;7.0
07/04/14;9.93;0.0;26.6;7.9;1.1;5;3.3
08/04/14;3.84;0.0;21.9;7.7;1.4;1;3.9
09/04/14;1.20;2.8;21.7;9.4;1.9;3;5.3
10/04/14;0.80;0.0;21.9;5.1;1.2;3;7.0
11/04/14;0.40;0.0;21.9;11.4;1.1;7;5.7
12/04/14;0;0.0;21.3;8.5;0.9;1;5.3
13/04/14;4.48;0.0;20.3;10.4;0.7;3;8.3
14/04/14;8.65;2.0;22.4;7.7;1.4;6;7.9
15/04/14;20.50;0.0;17.8;9.9;2.6;7;16.4
16/04/14;12.49;0.0;15.9;6.8;2.9;0;12.0
17/04/14;20.50;0.0;17.9;3.6;2.0;1;10.9
18/04/14;16.98;0.0;19.1;3.9;1.3;5;7.0
19/04/14;2.88;4.2;14.3;9.2;1.8;3;7.8
20/04/14;5.77;4.4;20.5;6.3;0.9;6;5.1
21/04/14;28.51;0.0;20.4;12;0.7;3;4.0
22/04/14;6.09;0.0;22.9;11.5;0.7;1;3.5
23/04/14;43.25;0.0;23.7;11.4;2.7;0;10.7
24/04/14;42.60;0.0;24;11.1;0.8;3;4.9
25/04/14;21.14;0.0;24.5;11.4;0.8;3;4.8
26/04/14;46.77;0.4;23.7;10.8;0.9;1;5.8
27/04/14;8.65;0.8;16.9;12.3;0.6;2;4.6
28/04/14;0.64;3.4;14.5;11;0.6;0;4.9
29/04/14;15.38;7.6;19;10.4;0.9;5;4.4
30/04/14;32.35;0.0;20.3;11.8;1.1;3;7.2
02/05/14;0.32;0.0;18.5;11;0.7;3;5.6
04/05/14;0;5.0;20.4;10.2;2.2;3;9.9
05/05/14;105.39;0.0;23.3;6.7;1.0;3;5.3
06/05/14;35.56;0.0;23.6;8.4;1.1;3;6.7
07/05/14;4.16;0.0;21.9;10.1;1.0;6;6.0
08/05/14;0.64;1.4;25.3;9.9;0.9;3;4.8
09/05/14;0.80;0.0;26;10.9;1.1;3;7.3
10/05/14;0.40;0.0;26.2;10.9;1.1;6;5.5
11/05/14;0;0.0;23.5;15.5;1.7;7;9.2
12/05/14;0;0.0;22.7;12.9;1.7;5;8.4
13/05/14;52.54;0.0;22.1;11;2.6;5;15.0
14/05/14;56.06;0.0;24;10.6;1.5;0;6.6
15/05/14;57.02;0.0;22;8.1;2.0;3;9.2
16/05/14;37.80;0.0;24.6;10.2;1.3;6;6.9
17/05/14;52.86;0.0;24.3;10.8;1.0;3;6.0
18/05/14;49.65;0.0;23.7;8.7;1.0;6;6.7
27/05/14;28.83;1.2;20.3;14.7;2.1;7;9.6
28/05/14;30.43;0.2;23.1;12.8;1.8;5;8.6
29/05/14;45.81;0.0;23.8;10.9;1.3;7;7.5
30/05/14;20.18;0.0;23.8;13.1;0.8;3;6.0
31/05/14;19.54;5.4;22.7;14.3;3.0;3;10.4
02/06/14;0.32;0.0;27.9;10.7;1.2;6;6.7
04/06/14;6.09;0.0;26.4;14.2;1.5;6;8.6
05/06/14;33.32;0.0;27.5;15.2;1.3;5;6.2
06/06/14;57.02;0.0;30.5;13.4;0.9;3;4.7
07/06/14;4.16;0.0;33;15.8;1.0;3;6.1
08/06/14;2.56;0.0;35.4;17.2;1.1;3;5.7
09/06/14;5.58;0.0;34.5;18.5;2.2;7;10.0
10/06/14;0.80;0.0;35.5;17.9;1.0;6;6.9
11/06/14;0;0.0;36.1;20.2;1.1;3;7.5
12/06/14;0;0.0;35.1;19.2;0.9;1;6.1
13/06/14;26.91;2.6;34.1;19.5;1.2;1;12.8
14/06/14;24.67;18.4;30.2;19.1;2.1;6;9.8
15/06/14;9.61;0.6;23.2;17.3;3.6;0;11.2
16/06/14;7.37;6.0;22.2;15.4;4.2;0;14.1
17/06/14;14.42;0.0;24.1;15.5;3.1;0;11.7
18/06/14;16.66;0.0;25.3;16.2;3.4;0;12.0
19/06/14;24.67;0.0;28.1;14.8;1.6;3;7.3
20/06/14;14.09;0.0;26.9;16;1.4;3;8.7
21/06/14;20.18;0.0;29.3;14.8;1.2;6;6.3
22/06/14;15.70;0.0;30.5;15.8;1.1;6;7.0
23/06/14;16.34;0.0;31.2;17.8;1.4;5;8.2
24/06/14;20.82;0.0;31.6;17.9;1.5;1;7.9
25/06/14;11.21;0.0;27.6;20;1.7;7;10.9
26/06/14;2.88;6.8;25.8;17.9;0.8;5;9.9
27/06/14;6.41;6.6;29.5;16;1.2;1;6.4
28/06/14;12.49;0.0;29.4;19.3;1.4;5;6.8
29/06/14;13.77;0.0;30.1;15.7;1.8;3;8.8
30/06/14;4.16;33.6;27.7;15.9;1.2;6;7.3
02/07/14;0.96;0.0;29.8;17;1.2;1;6.7
04/07/14;14.74;0.0;33.5;21.2;1.5;1;8.6
05/07/14;31.71;0.0;28.2;20.5;1.6;4;7.1
06/07/14;61.50;0.0;30.4;19.5;1.2;1;5.4
07/07/14;7.37;0.0;31.3;18.5;1.4;3;8.5
08/07/14;7.37;4.8;24.1;17.6;1.9;1;12.4
09/07/14;11.56;21.0;24.7;14.4;1.6;1;11.9
10/07/14;1.59;8.2;23.6;14;0.9;5;5.2
11/07/14;0;0.0;26.7;14.1;1.2;6;5.8
12/07/14;0;0.0;29.4;15.8;1.0;3;7.0
13/07/14;4.48;3.8;27;17.3;1.2;3;6.1
14/07/14;0;8.4;25.9;17.5;1.0;5;5.9
15/07/14;5.13;0.0;29;16.1;1.8;1;8.7
16/07/14;5.13;0.0;30.9;17.8;2.0;3;9.0
17/07/14;2.88;0.0;33;18.5;1.4;6;6.5
18/07/14;5.13;0.0;33.5;19.8;1.1;5;5.9
19/07/14;3.84;0.0;34.7;19.2;0.9;3;5.1
20/07/14;7.37;0.0;33.3;20;1.0;3;6.1
25/07/14;3.52;4.4;29.6;19.7;1.0;0;5.7
26/07/14;2.56;0.2;29.5;19.5;0.8;1;5.7
27/07/14;2.24;16.0;27.7;19;2.2;1;9.0
28/07/14;6.73;0.0;30.6;17.8;1.2;1;6.3
29/07/14;2.56;0.0;24.7;18.6;1.0;5;6.3
30/07/14;1.92;18.0;23.3;16.1;0.9;1;4.1
31/07/14;6.73;0.4;29.4;17.8;1.0;1;4.7
01/08/14;0;0.0;29.8;19.7;1.1;3;5.1
02/08/14;0;0.0;30.4;19.9;1.0;7;5.1
04/08/14;6.73;30.4;29.7;19;1.0;6;7.7
05/08/14;70.15;0.0;29.9;18.2;0.9;1;8.6
06/08/14;59.90;5.0;30;16.8;1.1;5;5.8
07/08/14;4.48;0.0;31.4;16.6;0.8;3;4.1
08/08/14;6.09;0.0;32.1;18.1;0.9;6;4.6
09/08/14;3.59;0.0;30.8;18.5;1.0;3;6.2
10/08/14;1.99;0.0;32.5;20;0.8;3;4.2
11/08/14;0;0.0;31.7;18.7;1.0;3;4.6
12/08/14;0;0.0;31.7;21.6;1.2;7;4.9
13/08/14;7.57;0.0;31.1;21.4;1.7;5;13.1
14/08/14;2.79;10.4;25.8;18.5;1.8;5;7.9
15/08/14;1.59;0.0;26.3;18.2;1.4;3;8.4
16/08/14;1.20;0.0;25.4;15.7;1.8;3;14.4
17/08/14;1.99;0.0;28;13.4;1.1;6;6.5
18/08/14;2.79;0.0;27.4;12.5;1.0;6;5.9
19/08/14;6.77;0.0;28.6;16.4;1.0;1;6.7
20/08/14;4.78;0.0;29.5;17.9;1.0;6;7.2
21/08/14;5.98;0.0;27.4;16.7;1.2;1;7.4
22/08/14;4.38;0.0;27;13.1;1.0;3;5.1
23/08/14;1.99;0.0;23.9;18;0.7;5;4.0
24/08/14;3.59;0.6;27;17.3;1.1;3;5.4
25/08/14;2.39;0.0;27;15.3;1.0;1;5.3
26/08/14;5.18;0.0;29;17.1;1.0;3;6.7
27/08/14;1.99;0.0;28.9;19.9;1.5;5;8.0
28/08/14;3.59;0.0;29.4;17.6;3.2;6;11.5
29/08/14;2.39;0.0;32;19.4;1.7;0;7.2
30/08/14;1.59;0.0;30.8;17.5;1.0;1;5.1
31/08/14;1.99;0.0;30.1;17.7;1.2;3;5.3
01/09/14;0;16.4;22.1;15.6;3.0;7;15.6
02/09/14;0.32;0.0;24.6;14.8;2.1;1;9.8
04/09/14;7.69;0.0;24.7;16;2.4;1;11.2
05/09/14;57.02;0.0;25.9;18.4;2.3;0;7.8
06/09/14;53.50;0.0;28;18.3;1.7;1;7.7
07/09/14;3.52;0.0;28.9;16.2;0.8;6;4.6
08/09/14;6.41;0.0;29.5;18.2;0.9;3;3.9
09/09/14;2.39;0.0;28.7;18.8;0.9;3;4.3
10/09/14;0.80;11.2;22.4;17.3;0.6;3;2.7
11/09/14;0;23.0;24.9;16;1.2;6;6.6
12/09/14;0.40;3.2;22.9;14.8;1.7;5;10.5
13/09/14;2.79;0.2;26.1;11.6;0.8;6;3.8
14/09/14;2.39;0.0;27;13.7;0.7;1;4.9
15/09/14;2.39;0.0;25.8;13.4;0.7;6;3.8
16/09/14;0.40;0.0;27.7;16.3;1.5;6;9.6
17/09/14;0.40;0.0;27.5;14.2;1.2;6;6.7
18/09/14;1.20;0.0;27.5;17.2;0.9;0;4.2
19/09/14;0.80;0.0;26.3;17.9;0.7;1;7.3
20/09/14;0.40;34.6;29.7;19.8;1.2;7;8.1
21/09/14;0.80;0.0;27.3;19.4;1.0;6;5.5
22/09/14;1.20;5.4;26.9;17.9;1.1;3;7.0
23/09/14;2.79;0.0;24.1;14;2.0;1;9.0
24/09/14;0;0.0;21.1;9;0.7;6;3.9
25/09/14;1.59;0.0;24.2;13.2;2.2;1;10.9
26/09/14;0;0.0;24.8;11.9;1.5;1;6.1
27/09/14;1.20;0.0;28.1;11.6;0.6;3;4.1
28/09/14;0.40;0.0;27.4;12.4;1.3;0;7.0
29/09/14;0;0.0;26.7;11.6;0.7;6;3.5
30/09/14;1.20;0.0;26;13;0.6;7;3.1
01/10/14;0;3.8;21.8;17;0.9;6;5.5
02/10/14;0;2.6;23.5;16.8;2.3;0;9.3
04/10/14;10.57;0.0;23.9;16.3;3.1;0;9.6
05/10/14;46.77;0.0;23.8;11.6;2.7;3;9.0
