INDEX;CONC;PREC;TMAX;TMIN;VMIN;DIR;VMAX
09/10/11;3.84;0.0;19.5;5.5;2.4;1;6.2
10/10/11;0.64;0.0;22.4;4.7;0.9;5;1.9
12/10/11;0;0.0;22.1;11;0.8;6;1.6
13/10/11;0.32;0.0;24.9;14.4;2.6;3;6.3
14/10/11;0.64;0.0;19;10.6;4.2;1;8.2
16/10/11;0.64;0.0;18.3;8.3;4.1;0;7.9
19/10/11;0.96;0.0;22.6;10.5;1.6;6;4.6
24/10/11;0.64;0.0;14.9;9.7;3.7;0;6.2
28/10/11;0.32;0.2;21.9;5.8;0.9;1;2.5
03/11/11;0.32;0.0;20.9;6;0.8;6;1.8
04/11/11;9.29;0.0;18.4;14;1.3;3;2.7
05/11/11;175.86;0.0;21.2;15.2;1.8;3;3.7
07/11/11;6.09;0.0;14.4;10.2;1.0;1;2.5
08/11/11;4.16;11.6;20.2;11.3;1.5;3;2.7
09/11/11;1.92;0.0;22;9.5;1.8;1;6.5
12/11/11;0;0.0;14.9;7.1;4.2;0;6.7
13/11/11;0.32;0.0;16.6;5.5;4.3;0;7.3
14/11/11;0;0.0;17.7;0.2;2.0;5;5.4
15/11/11;0;0.0;16;-1.6;0.7;7;1.9
16/11/11;0;0.0;17.1;-1.9;0.9;5;4.7
17/11/11;0;0.0;15.2;-1;0.5;6;1.7
18/11/11;0;0.0;14.8;-1.1;0.4;5;1.6
19/11/11;0;0.2;12.9;-1.6;0.4;6;1.1
20/11/11;0;0.0;14.1;-1.6;0.7;5;1.6
21/11/11;0.64;0.2;15.5;1.8;1.0;1;4.1
22/11/11;0;0.0;14.7;6.9;5.6;1;8.4
23/11/11;0;0.0;16;10.6;5.0;0;8.4
24/11/11;0;0.0;15.8;8;4.7;0;8.3
25/11/11;0;0.0;18;3.3;2.9;0;6.2
26/11/11;0;0.0;15.6;0.5;0.7;3;1.9
27/11/11;0;0.0;15.5;0.1;0.6;6;1.5
03/12/11;0.64;0.0;18;9.6;1.3;1;3.8
04/12/11;15.38;3.6;12.3;9.4;1.1;6;3.0
05/12/11;92.90;8.8;14.8;9.3;2.4;5;4.7
07/12/11;5.45;1.0;13.4;4.7;1.1;6;2.7
10/12/11;0.64;2.2;12.9;10.1;0.8;3;1.5
11/12/11;0.32;3.4;14.4;10.5;0.6;6;1.2
12/12/11;0;5.8;12.1;7.8;1.2;1;2.6
13/12/11;0;11.2;13.4;2.8;0.8;1;1.9
14/12/11;0;0.0;12.7;9.5;1.2;1;3.5
19/12/11;0.32;0.0;9.4;-1.6;2.2;1;5.5
20/12/11;0;0.0;6;-4.8;0.5;6;1.3
21/12/11;0;0.2;8.3;-3;0.6;6;1.7
22/12/11;0;0.0;12.2;-4.3;0.7;6;2.9
23/12/11;0;0.0;9.8;-3.4;0.6;6;1.7
24/12/11;0;0.0;8.3;-1.7;2.2;4;9.3
25/12/11;0.32;1.6;11.5;3.3;3.3;1;7.0
26/12/11;0;0.0;11.9;3.4;3.9;1;6.2
27/12/11;0;0.0;14.3;0.4;2.9;1;5.9
28/12/11;0;0.0;11.1;-2.5;0.5;5;1.4
29/12/11;0;0.0;10.7;-0.6;1.3;6;5.5
30/12/11;0;0.0;9.5;0.6;1.4;0;4.7
31/12/11;0;0.0;10.8;-3;0.8;5;3.0
01/01/12;0;0.0;12.7;-1.7;0.5;5;1.8
02/01/12;0.32;0.0;13;4.1;0.8;5;2.7
04/01/12;1.60;0.0;8.8;1.6;1.2;1;6.0
05/01/12;11.85;4.2;9.3;0.3;1.2;1;6.9
06/01/12;61.18;2.0;11.8;4;5.0;1;9.3
07/01/12;9.93;0.0;12.2;-2.1;0.9;1;2.2
10/01/12;0.32;0.2;12.3;-2.7;0.7;7;2.2
11/01/12;0;0.0;11.6;-3;0.6;5;1.9
13/01/12;0.32;0.0;13.3;4.7;2.0;5;3.4
14/01/12;0;0.0;13.2;-1.6;1.2;6;3.6
15/01/12;0;0.0;11.2;-4.8;0.6;6;1.4
16/01/12;0;0.0;10.8;-4.8;1.0;3;3.0
17/01/12;0;0.0;9.6;-5.2;0.5;3;2.0
18/01/12;0;0.0;10.7;-4.6;0.5;6;1.6
19/01/12;0;0.0;9.1;-0.9;0.9;6;2.4
20/01/12;0;0.6;12;3.3;0.9;1;2.1
21/01/12;0;0.0;13.6;0.8;0.7;1;2.2
22/01/12;0;0.2;15.6;2.3;0.6;1;1.4
23/01/12;0;0.0;12.7;7.2;0.6;6;1.5
24/01/12;0;0.0;15.3;2.6;1.8;1;5.3
25/01/12;0;0.0;11.6;-2.3;1.9;0;4.6
26/01/12;0;0.0;10.2;-5.5;0.7;6;1.7
27/01/12;0;0.0;10.8;-0.2;0.7;5;1.7
28/01/12;0;0.0;12;-1.3;1.3;5;4.4
29/01/12;0;0.0;10.6;1.2;5.4;3;9.1
30/01/12;0;0.0;4.6;1.3;7.8;0;11.0
31/01/12;0;0.0;3.2;-0.3;5.2;1;8.0
01/02/12;0;0.2;2.3;-0.8;5.7;1;9.2
02/02/12;0;3.0;0.8;-1.8;8.7;0;11.8
05/02/12;13.13;0.0;-0.9;-3.4;8.1;1;9.9
06/02/12;99.30;0.0;-0.1;-4.3;6.2;0;10.9
07/02/12;20.18;0.0;1.6;-2.8;4.5;1;7.6
10/02/12;0.64;0.0;2.6;-3.1;8.0;1;10.7
11/02/12;0;0.0;0.7;-3.4;6.3;1;9.6
13/02/12;0;0.0;4.4;-3.1;4.3;1;5.9
14/02/12;0;0.0;8.3;-4.3;2.9;0;5.2
15/02/12;0;0.0;3.3;-6.2;0.9;3;1.8
16/02/12;0;0.4;14.6;-2.8;0.8;7;2.3
17/02/12;0;0.0;13.1;-2.4;0.8;6;2.0
18/02/12;0;0.0;12.4;4.8;0.6;6;1.8
19/02/12;0;2.2;8.6;5.6;0.7;3;1.6
20/02/12;0;1.0;8.8;3.1;5.0;5;10.5
21/02/12;0;3.6;11.1;4.4;6.6;0;8.6
22/02/12;0;0.0;12.6;4.9;5.2;0;9.2
23/02/12;0;0.0;19.8;4.4;2.4;1;6.9
24/02/12;0.32;0.0;18.4;1.7;0.9;6;2.3
25/02/12;0;0.0;14.8;6.5;0.9;3;2.0
26/02/12;0.32;0.0;15.4;5.3;1.7;4;6.7
27/02/12;0.32;0.0;16.7;-0.8;1.2;1;3.0
28/02/12;0.32;0.0;16.2;2.2;1.0;5;2.1
02/03/12;0;0.2;16.2;4.8;0.8;6;1.6
05/03/12;21.78;0.0;16.9;8.5;1.0;3;5.1
06/03/12;101.55;13.4;11.2;6.2;4.7;5;9.4
07/03/12;6.73;0.4;14.8;2.7;3.5;1;5.7
10/03/12;0.64;0.0;14.6;6.7;3.9;1;7.5
11/03/12;0;0.0;17;5.7;3.9;1;7.6
13/03/12;0;0.0;21.9;2.6;1.1;6;3.6
14/03/12;0.64;0.0;21.3;2.1;1.0;6;2.3
15/03/12;0;0.0;20.3;2.2;1.0;3;2.5
16/03/12;0.64;0.0;19;6.9;1.1;3;2.1
17/03/12;1.92;0.0;19.8;2.7;1.0;6;2.5
18/03/12;0.96;0.0;18.7;9.8;1.6;1;4.7
19/03/12;0.96;0.8;17.5;4.5;1.4;7;3.7
20/03/12;0.32;1.0;18.5;2.6;2.1;1;6.7
21/03/12;0.64;0.0;24.6;7;2.0;6;6.2
22/03/12;0.32;0.0;24.8;5.7;1.1;3;2.7
23/03/12;1.28;0.0;22.7;5.6;1.0;3;2.2
24/03/12;0.32;0.0;23.8;7.5;1.2;3;3.5
25/03/12;1.60;0.0;22.9;5;2.4;3;6.9
26/03/12;1.92;0.0;24.1;7.6;2.5;7;5.1
27/03/12;1.28;0.0;24.8;4.9;1.9;6;4.6
28/03/12;1.60;0.0;26;5.2;1.7;6;4.4
29/03/12;3.84;0.0;24;5;1.6;6;4.8
30/03/12;3.52;0.0;21.9;6.8;1.4;5;3.3
31/03/12;1.60;0.0;21.7;7.6;1.4;3;3.7
02/04/12;0.64;0.0;22.9;10.5;1.3;3;2.8
04/04/12;1.92;0.8;22.7;9.8;1.0;6;2.2
05/04/12;12.81;0.0;20.9;11.1;1.1;3;2.7
06/04/12;56.70;0.8;21.1;11.7;1.6;6;3.7
07/04/12;9.29;0.0;16.4;10.5;2.7;7;5.7
10/04/12;0.64;0.0;18.9;1.7;1.2;6;2.3
13/04/12;1.28;0.0;18.5;7.9;3.3;1;7.2
14/04/12;1.28;0.0;12.5;9.4;1.6;0;4.7
15/04/12;0;19.2;17.5;7.6;0.9;7;2.4
16/04/12;0.96;0.4;14;5.7;1.5;1;3.7
17/04/12;2.24;1.8;19.6;9.3;2.4;0;5.2
18/04/12;0.96;0.4;15.4;7.7;1.6;3;4.0
19/04/12;0.96;11.0;17.4;6.9;1.5;5;3.7
20/04/12;1.60;8.6;14.3;7.9;1.4;3;3.8
21/04/12;1.92;24.6;18.8;7.6;2.1;5;5.1
22/04/12;15.70;1.6;19.3;9.1;1.9;5;4.4
23/04/12;9.61;0.0;18.4;7.1;1.9;5;4.8
24/04/12;4.81;5.8;16.6;9.4;2.4;3;4.6
25/04/12;4.48;1.4;20.5;9.8;1.5;7;2.9
26/04/12;15.06;0.0;23.4;5.5;1.0;1;2.1
27/04/12;6.09;0.0;28.1;8.6;0.9;3;2.3
28/04/12;12.17;0.0;31.7;11.4;0.9;3;2.4
29/04/12;11.85;0.0;22;14;0.9;1;3.3
30/04/12;11.53;0.8;22.3;12.3;0.9;1;3.0
02/05/12;0;6.4;21.7;9;1.4;5;3.2
03/05/12;0;0.0;21.7;9.9;1.7;3;3.8
04/05/12;5.77;0.0;21.5;8.9;1.5;5;3.6
05/05/12;28.19;0.0;23;6.5;1.4;6;3.6
06/05/12;45.49;1.0;18.6;13;1.3;6;4.4
07/05/12;14.42;31.0;22.8;12.6;1.2;0;3.4
09/05/12;0.32;0.0;24.2;12.3;1.2;3;2.8
10/05/12;0.32;0.0;29.9;9.2;1.1;3;2.2
13/05/12;19.22;0.0;18.7;9.8;4.5;6;10.7
14/05/12;15.06;6.4;18.1;7.7;3.3;0;6.8
15/05/12;38.76;0.0;23;5.7;1.4;1;3.4
16/05/12;22.42;1.6;20.5;7.8;3.3;6;9.6
17/05/12;43.25;0.0;23.7;6.3;1.9;6;4.4
18/05/12;49.33;0.0;23.4;5.7;1.0;6;2.4
19/05/12;33.32;0.0;26.6;6.2;1.0;1;2.6
20/05/12;12.81;1.0;18.9;11.3;1.1;5;3.2
21/05/12;8.33;31.6;22.2;9.9;1.2;4;3.1
22/05/12;24.35;11.2;23.4;8.8;1.1;3;3.0
23/05/12;42.28;0.2;25.6;13;1.1;1;2.8
24/05/12;28.19;0.2;29.5;13.2;2.1;1;6.0
25/05/12;40.68;0.4;28.8;15.7;2.0;5;4.4
26/05/12;38.44;0.0;25.9;13.6;2.1;1;4.0
27/05/12;35.56;0.0;27;10.5;1.1;3;2.1
28/05/12;28.19;0.6;24.3;12.6;1.2;6;2.8
29/05/12;52.54;0.0;25.2;14.4;1.3;7;2.9
30/05/12;56.06;0.0;27.3;14.3;1.3;3;2.8
31/05/12;67.27;0.0;28.1;14.4;1.3;3;2.9
02/06/12;0;0.0;26.9;15.6;1.2;3;2.2
03/06/12;0;0.0;29;17.9;1.6;5;3.6
04/06/12;3.52;0.0;22.4;13.3;1.4;6;3.8
05/06/12;35.88;1.0;27.3;10.9;1.3;1;3.5
06/06/12;41.32;0.0;26.8;11.3;1.5;3;2.9
07/06/12;8.33;0.0;28.7;13;1.3;3;2.5
09/06/12;0;0.2;30;17;1.9;3;3.9
10/06/12;4.48;0.0;25.2;13.7;1.8;7;3.8
13/06/12;25.95;0.0;23.8;13.4;2.0;7;3.8
14/06/12;29.79;0.0;26.4;12.5;1.2;1;2.8
15/06/12;29.47;0.0;29.7;9.8;1.0;6;2.2
16/06/12;36.84;0.0;33.4;11.6;1.1;3;2.3
17/06/12;18.90;0.0;34.9;13.8;1.0;6;2.1
18/06/12;25.95;0.0;35.6;16.5;1.0;6;3.0
19/06/12;30.75;0.0;36.1;17.4;1.1;3;2.4
20/06/12;34.60;0.0;35.3;18.9;1.2;3;2.1
21/06/12;42.60;0.0;32.4;18;1.6;3;3.6
22/06/12;24.67;0.0;31.4;18.5;1.5;5;3.1
23/06/12;21.46;0.0;32.7;16.2;1.4;1;2.5
24/06/12;35.56;0.0;33.6;15.5;1.4;3;3.0
25/06/12;26.59;0.0;32.4;18.8;1.5;1;3.3
26/06/12;29.79;0.0;32.6;16.5;2.3;6;5.4
27/06/12;14.42;0.0;36;19.3;2.0;0;3.6
28/06/12;24.35;0.0;35.5;19.3;1.3;3;2.8
29/06/12;21.14;0.0;35.9;17.8;1.2;3;2.4
30/06/12;17.30;0.0;37;18.5;1.2;3;2.3
02/07/12;0.32;0.0;37;20.5;2.1;3;5.3
03/07/12;0;0.0;31;18.4;1.6;7;3.1
04/07/12;1.92;0.0;33.6;16.4;1.3;3;2.7
05/07/12;10.25;0.0;35.3;16.2;1.4;3;2.8
06/07/12;59.58;0.0;34.5;17.9;1.6;1;3.4
07/07/12;5.13;0.0;33.8;17.3;1.6;6;3.0
09/07/12;0.32;0.0;35.7;20.1;1.6;5;3.2
10/07/12;0.32;0.0;33.9;17.5;1.5;3;3.2
13/07/12;11.53;0.0;30.5;15.6;2.3;3;5.2
14/07/12;7.69;0.0;34.5;21.5;1.9;7;3.2
15/07/12;4.16;0.0;28.8;17.2;2.6;6;4.4
16/07/12;3.84;0.0;31.5;15.4;3.0;3;6.1
17/07/12;8.33;0.0;35.2;14.3;1.5;6;3.6
18/07/12;5.77;0.0;37.2;15.6;1.4;3;2.3
19/07/12;9.61;0.0;35.8;16.2;1.6;3;5.1
20/07/12;2.88;0.0;36.7;16.1;1.5;3;3.1
21/07/12;4.48;0.0;33.4;18.7;1.7;5;4.6
22/07/12;7.37;0.0;28.4;20.6;6.2;0;10.7
02/08/12;0;0.0;38.1;18.3;1.4;3;3.0
03/08/12;0;0.0;36.7;16.9;1.4;6;2.9
04/08/12;0.32;0.0;38.8;17;1.3;6;3.1
05/08/12;31.39;0.0;37.8;17.3;1.4;3;3.9
06/08/12;44.53;0.0;33.8;22;2.1;3;4.9
07/08/12;6.09;0.0;35.8;17.8;1.7;5;3.9
09/08/12;0;0.0;38;17.1;1.4;3;3.4
10/08/12;0.64;0.0;33.9;23.1;4.4;0;6.9
02/09/12;0;7.6;23.8;13.2;1.8;3;5.5
03/09/12;0.64;16.8;27.5;14.4;2.0;0;6.0
04/09/12;0.32;1.6;25.7;13.7;3.5;3;6.4
05/09/12;26.59;0.0;27.3;19.7;4.2;0;6.7
06/09/12;69.19;0.0;30.1;16.5;2.3;1;5.9
07/09/12;4.81;0.0;32.4;16.2;1.6;0;3.4
09/09/12;0.96;0.0;32.4;11.7;1.1;3;2.6
10/09/12;0.32;0.0;29.7;15.2;1.0;3;2.8
13/09/12;0.96;0.4;22;15.5;5.0;7;9.9
14/09/12;4.16;0.0;23.8;15.8;3.9;1;8.5
15/09/12;0;0.0;26.3;14.6;3.6;3;6.5
16/09/12;0.96;0.0;26.9;14.7;2.9;5;5.1
17/09/12;8.33;0.0;27.8;10.5;1.2;1;2.5
18/09/12;5.77;0.0;28.5;12.5;1.2;1;2.4
19/09/12;0.96;0.8;18.4;16.1;0.6;1;1.3
20/09/12;0;22.4;23.4;12.9;2.9;1;4.8
21/09/12;0.96;0.0;25.3;6.7;0.9;6;2.1
22/09/12;0.96;0.0;24.9;9.6;0.7;5;1.5
23/09/12;2.24;0.0;28.8;18.8;0.9;3;2.0
24/09/12;0.96;0.0;28.5;19.5;2.3;3;5.8
25/09/12;1.92;0.0;27.1;15.4;1.9;5;5.4
26/09/12;1.28;0.0;28.7;19.5;3.0;5;7.7
27/09/12;0.96;0.0;24.5;15.2;1.9;5;3.9
28/09/12;0.32;4.2;28.8;13.8;0.8;1;3.1
29/09/12;2.88;0.0;24.4;18.6;1.5;1;6.6
30/09/12;0.64;0.4;25.6;16.5;1.1;5;5.2
01/10/12;0;45.4;24.4;14.9;1.0;6;3.2
02/10/12;0.32;6.0;23.6;14.7;1.2;3;3.6
03/10/12;0.64;0.0;21.5;11.6;0.8;1;1.8
04/10/12;0.64;0.0;24.4;13.7;1.1;6;3.6
05/10/12;56.70;0.0;25.6;14.4;0.9;3;2.0
06/10/12;31.07;0.0;25;11.6;0.7;3;1.7
07/10/12;6.41;0.0;23.6;16.5;1.1;6;3.1
09/10/12;1.92;8.2;21.8;15.6;0.9;1;1.8
10/10/12;0;0.6;23.2;15.3;0.8;5;1.8
13/10/12;0;0.8;22.3;13.7;0.8;6;2.6
14/10/12;0;0.0;22.3;13.1;0.9;1;1.9
15/10/12;0;0.0;19.3;10.7;1.5;1;3.3
16/10/12;0;21.2;18.7;8.9;1.4;5;3.5
17/10/12;0;0.0;23;11.6;0.9;3;2.0
18/10/12;0.32;0.0;23.5;8.5;1.0;6;3.7
19/10/12;0;0.0;24.8;8.9;0.7;7;1.8
20/10/12;0.32;0.0;26.4;9;0.5;1;2.2
21/10/12;0.96;0.0;27.4;10.8;0.6;3;1.5
22/10/12;0.64;0.0;26.3;13.4;1.5;5;4.6
23/10/12;0;0.0;25;10.4;2.7;6;6.3
24/10/12;0;0.0;24.4;7.2;0.8;5;1.8
25/10/12;0;0.0;23.1;8.8;0.7;5;1.7
26/10/12;0;0.0;18.9;12.3;1.0;6;2.4
27/10/12;0;18.8;16.9;13.4;1.4;3;4.6
28/10/12;0;13.2;13.9;5.8;1.8;7;4.2
29/10/12;0;18.2;11.3;1.4;2.6;1;5.7
30/10/12;0;0.0;13;-0.6;0.7;6;2.1
31/10/12;0;0.2;12.3;5.8;2.1;6;6.0
02/11/12;0;2.8;18.4;9;1.1;5;2.7
03/11/12;0;1.6;18;9.1;0.7;3;1.6
04/11/12;1.92;4.4;19.6;12.4;1.1;4;3.8
05/11/12;67.27;3.8;20;13;2.8;5;5.5
06/11/12;15.38;0.0;18.2;7.8;1.7;5;3.5
07/11/12;6.41;0.6;17.5;4.4;1.5;3;4.4
09/11/12;1.92;0.0;13;4;0.4;6;1.2
10/11/12;0.32;0.4;18.9;8.2;1.0;6;2.5
01/12/12;0;3.2;13.4;6.2;1.8;1;4.0
02/12/12;0;1.2;11.2;4.9;1.0;4;5.5
03/12/12;0;0.0;10.6;-0.1;1.2;0;4.1
04/12/12;1.60;0.0;9.6;1.8;1.0;5;2.9
05/12/12;56.70;0.4;5.8;-0.2;0.8;5;1.7
06/12/12;30.43;0.0;7.4;-2.5;0.8;1;1.4
07/12/12;11.53;0.2;3.3;-2.5;0.9;1;3.9
09/12/12;1.28;0.0;8.7;-3.1;1.4;4;4.6
10/12/12;0.32;0.0;4.1;-2.3;0.6;6;2.3
22/12/12;0;2.6;4.4;0.1;0.6;0;1.6
23/12/12;0;0.8;5.7;0.4;0.3;1;1.7
24/12/12;0;1.0;13.9;5.8;0.5;2;1.3
25/12/12;0;0.0;11.6;9.1;0.4;2;1.2
26/12/12;0;0.4;11.2;8.7;0.6;6;1.8
27/12/12;0.64;6.6;11.7;6.5;1.5;1;3.5
28/12/12;0;2.0;16.5;3.1;1.1;7;3.5
29/12/12;0.32;0.0;14.2;0;2.0;7;5.0
30/12/12;0.32;0.0;11.7;-2;0.6;5;1.8
31/12/12;0;0.0;12.9;-2.3;0.6;6;1.5
01/01/13;0;0.2;4.2;-2.5;0.5;6;2.1
02/01/13;0;4.2;9.5;2.6;2.7;0;7.2
03/01/13;0;1.6;14.5;2.8;2.0;0;6.7
04/01/13;2.88;0.2;9.2;0;0.6;6;1.2
05/01/13;55.10;0.0;9.9;4.6;0.6;4;1.6
06/01/13;54.78;0.0;9.1;4.7;1.0;1;4.2
07/01/13;5.77;0.0;10.3;1.6;0.8;1;1.4
08/01/13;4.16;0.2;8.6;1.8;0.7;1;1.6
09/01/13;0.96;0.0;11.2;5;0.5;3;1.3
10/01/13;0.32;0.0;11.9;7.1;0.6;5;1.3
11/01/13;0.32;1.8;9.4;2.7;1.2;3;4.3
12/01/13;0;8.6;9.8;-0.2;0.7;0;1.6
13/01/13;0;5.6;7.2;4.4;1.1;5;2.7
14/01/13;0;19.8;10.3;1.9;1.1;1;4.1
15/01/13;0;4.0;8.9;1.2;1.0;6;2.5
16/01/13;0;10.2;6;0.8;1.4;1;3.5
17/01/13;0;5.6;6.5;-1.6;3.1;6;7.3
18/01/13;0;0.6;8.7;-2;2.0;0;4.4
19/01/13;0.32;0.0;6.8;-2.7;1.2;1;2.6
20/01/13;0;17.4;10.6;4.9;1.1;1;2.5
21/01/13;0;14.6;11.9;5.8;1.1;6;2.8
22/01/13;0;3.2;9.4;2.9;1.1;3;2.9
23/01/13;0;2.4;8.6;1.4;1.6;4;5.0
24/01/13;0;0.2;9.2;4.7;3.3;0;6.2
25/01/13;0;0.0;8;2;3.5;0;7.1
26/01/13;0;0.0;7.5;-0.5;2.2;1;6.6
27/01/13;0;0.0;9.8;-4;1.0;0;3.3
28/01/13;0;5.6;6.2;1.6;2.6;5;8.8
29/01/13;0;3.2;12;0.1;1.6;0;6.7
30/01/13;0;0.8;10.9;7.4;0.7;6;1.7
31/01/13;0;0.0;15.3;6.4;1.0;1;1.6
01/02/13;0;0.0;16.7;6;1.3;6;4.3
02/02/13;0;0.2;13;3.9;3.7;7;10.7
03/02/13;0;16.0;10.5;-0.6;4.2;1;9.7
04/02/13;0.64;0.0;13.1;-2.2;1.0;0;3.1
05/02/13;12.17;0.0;9.9;1.4;0.8;7;3.1
06/02/13;41.64;4.4;12.9;4.1;2.3;7;4.3
07/02/13;14.74;0.4;7.6;3;3.4;3;7.2
08/02/13;4.48;0.0;9.7;1.2;3.0;0;6.7
09/02/13;1.28;0.0;8.1;-0.5;2.2;0;4.4
10/02/13;0.96;0.0;8.3;-5.1;0.9;6;2.4
11/02/13;0;0.2;7;-0.9;1.9;5;3.6
12/02/13;0;5.8;7.4;0.8;0.9;5;2.3
13/02/13;0;2.8;8.1;0.2;3.0;1;7.3
14/02/13;0;0.0;11.3;1;3.3;0;5.5
15/02/13;0;0.0;13.6;-1.5;1.3;5;4.9
16/02/13;0;0.0;12.5;0.8;2.9;7;6.8
17/02/13;0;0.0;11.7;1.5;3.4;1;5.7
26/02/13;0;0.4;12.3;-0.5;2.6;1;5.6
27/02/13;0;0.0;8.7;-2.3;1.1;6;3.4
28/02/13;0;0.0;13.7;-1.8;2.1;6;5.9
01/03/13;0;0.0;9.4;-0.5;1.9;3;7.1
03/03/13;0.32;0.0;16;-2;1.2;1;5.2
04/03/13;4.48;0.0;19.1;-1.6;1.2;6;4.7
05/03/13;28.19;0.0;13.7;0.6;0.8;6;2.0
06/03/13;3.84;10.8;10.3;7.7;2.0;1;5.4
07/03/13;13.45;3.6;14.1;8;0.5;5;1.2
08/03/13;5.77;7.6;13.8;11;0.9;3;2.2
09/03/13;1.60;12.6;15.5;10;1.5;5;3.5
10/03/13;0.32;12.0;17.3;9.2;1.5;7;4.3
11/03/13;0.64;34.8;14.4;7.3;1.0;3;3.4
12/03/13;0;14.8;15.2;6.8;1.0;3;2.2
13/03/13;0;13.4;9.3;3.3;1.0;3;2.3
14/03/13;0;14.4;10.3;2.8;2.5;6;5.2
15/03/13;0;0.0;9.8;0.5;3.0;0;5.2
16/03/13;0;0.0;11.3;-2.6;1.1;3;2.6
17/03/13;1.28;0.0;10;1.9;1.1;6;2.0
18/03/13;0.32;27.2;14.4;7.1;3.2;1;6.1
19/03/13;0.96;7.2;14.6;6.2;2.5;7;4.5
20/03/13;0;0.0;13.3;3;1.0;1;2.1
21/03/13;0.64;11.2;16.8;2.6;1.4;0;3.1
22/03/13;1.28;0.0;14.4;2.6;0.7;3;1.5
23/03/13;0.32;0.0;16.6;4.2;0.8;6;1.9
26/03/13;0;2.8;6.8;4.3;3.8;1;7.5
27/03/13;0;6.0;14.5;4.4;3.0;1;5.4
28/03/13;3.20;0.0;17;6.8;1.0;1;2.6
29/03/13;0.64;2.8;15.1;11.2;1.7;1;4.0
30/03/13;0;0.2;15.2;9.6;1.8;6;4.7
31/03/13;2.24;11.4;15.2;6.7;1.4;7;3.4
01/04/13;0;0.0;17.8;5.9;1.7;7;5.5
03/04/13;0;0.0;17.4;7.6;1.8;0;4.2
04/04/13;0.64;0.0;14.9;5.2;2.3;3;7.4
05/04/13;55.10;4.2;12.3;9.1;2.0;1;6.3
06/04/13;24.67;9.4;20.5;8.8;2.7;1;7.6
07/04/13;10.57;0.0;15.3;7.9;4.8;1;7.6
08/04/13;1.92;0.0;13.2;5.4;1.2;6;3.2
09/04/13;4.48;6.6;16.9;7.6;1.3;2;3.2
10/04/13;0;5.2;17.8;8.2;1.8;1;4.4
11/04/13;0;0.0;19.8;6.4;1.3;1;3.0
12/04/13;0;0.0;21;11.2;2.2;5;4.8
13/04/13;10.25;0.0;19.9;8;1.6;7;3.5
14/04/13;4.16;0.0;24.8;4.9;1.0;6;2.1
15/04/13;10.57;0.0;26.4;7.6;1.1;6;3.2
16/04/13;15.06;0.0;26.2;6.9;1.1;3;2.4
17/04/13;8.97;0.0;28.3;9.7;1.0;3;2.3
18/04/13;21.14;0.0;27;10.1;1.2;3;3.0
19/04/13;6.73;0.0;26;9.2;1.2;1;3.3
20/04/13;14.42;0.0;20.8;9.8;1.7;1;3.4
21/04/13;4.48;0.0;19.5;6.2;1.3;3;4.6
22/04/13;3.52;0.0;19.8;7;1.9;3;7.7
23/04/13;4.81;2.0;20.6;5.6;1.7;3;4.5
24/04/13;8.65;0.2;25.8;5.1;2.2;1;5.8
25/04/13;9.61;0.0;25.1;10.1;1.1;6;3.2
26/04/13;17.30;0.0;26;12.4;1.5;6;3.8
27/04/13;8.33;0.0;21.4;14.2;1.1;6;2.7
28/04/13;5.77;3.4;24.6;13.3;0.8;1;2.0
29/04/13;35.88;0.0;29.1;13.2;2.3;4;6.9
30/04/13;21.46;1.6;28.8;16;1.3;0;2.7
01/05/13;0;0.2;28.6;14.8;1.2;1;2.9
02/05/13;0;3.8;21.3;12.6;0.8;1;1.9
03/05/13;0.32;1.2;26.6;10.8;1.2;3;3.0
04/05/13;0;0.0;26.6;10.1;1.1;2;2.9
05/05/13;13.77;0.0;20.5;11.5;1.2;3;3.2
06/05/13;33.32;3.8;23.2;10.6;1.5;5;5.3
07/05/13;6.73;0.2;23.5;12.3;1.2;4;3.1
08/05/13;4.48;0.4;25.4;10.2;1.0;5;2.2
09/05/13;4.81;4.2;28;10.9;1.2;3;2.6
10/05/13;0;0.0;23.5;14.2;1.1;3;3.0
11/05/13;0;6.0;23.4;13.7;1.5;1;3.3
12/05/13;0.32;0.0;23.8;10.1;1.1;7;3.1
13/05/13;13.77;20.6;24.5;8.3;1.7;3;5.0
14/05/13;27.55;0.0;25.9;8.5;1.3;6;2.8
15/05/13;62.79;0.0;23.7;9.8;1.1;6;3.4
21/05/13;6.73;0.0;21;8.3;1.1;3;2.7
22/05/13;46.45;0.0;23.8;6.9;3.0;6;6.6
23/05/13;19.86;3.2;22.7;11.2;1.9;1;5.0
24/05/13;32.99;0.0;18.4;11.2;3.2;6;7.7
25/05/13;1.92;4.4;12.3;7.4;1.4;4;4.0
26/05/13;22.10;21.0;21;6.9;1.6;6;4.7
27/05/13;34.28;0.0;21.3;8.7;1.6;5;4.0
28/05/13;8.01;0.2;19.7;11.6;0.9;5;2.1
29/05/13;32.99;0.2;20.2;9.5;2.2;7;4.4
30/05/13;11.21;5.8;17.7;9.6;1.8;1;5.7
31/05/13;22.10;2.6;21.6;10.2;1.8;6;4.0
01/06/13;0;0.2;25;10.1;1.4;3;2.8
03/06/13;0;3.8;22.3;12.3;1.3;3;5.2
04/06/13;2.56;16.0;26.9;11.2;1.2;3;2.5
05/06/13;8.01;0.0;27.3;12.6;1.2;6;3.9
