gg/mm/aaaa;Vel Med [m/s];Dir Med;Vel Max [m/s]
29/03/19;3.4;NE;12.1
30/03/19;1.0;E;4.5
31/03/19;0.9;E;5.6
01/04/19;1.8;SE;10.4
02/04/19;0.9;SE;5.5
03/04/19;0.8;NE;4.8
04/04/19;2.0;NE;12.4
05/04/19;0.8;SE;4.8
06/04/19;0.7;E;3.9
07/04/19;0.8;E;3.5
08/04/19;1.1;E;6.2
09/04/19;1.0;E;6.0
10/04/19;1.0;SE;7.2
11/04/19;0.7;E;5.6
12/04/19;3.2;NE;12.5
13/04/19;4.0;N;11.7
14/04/19;1.7;SE;9.1
15/04/19;3.2;N;9.7
16/04/19;1.0;NE;6.4
17/04/19;0.9;SE;5.4
18/04/19;2.5;E;12.5
19/04/19;3.1;NE;9.3
20/04/19;2.5;E;11.3
21/04/19;2.7;NE;11.0
22/04/19;4.6;NE;14.9
23/04/19;1.3;S;9.1
24/04/19;1.1;S;6.3
25/04/19;0.7;SE;4.0
26/04/19;1.4;NE;9.0
27/04/19;1.6;SO;8.1
28/04/19;1.1;NE;14.3
29/04/19;2.1;NE;12.9
30/04/19;1.0;SE;5.7
01/05/19;1.1;NE;7.5
02/05/19;1.2;SE;7.5
03/05/19;1.1;S;6.4
04/05/19;0.9;E;7.9
05/05/19;2.1;SE;12.0
06/05/19;2.4;N;10.8
07/05/19;1.3;SE;7.8
08/05/19;1.1;SE;6.8
09/05/19;1.5;SE;7.9
10/05/19;1.1;S;5.5
11/05/19;0.9;SE;5.7
12/05/19;3.5;SE;13.0
13/05/19;5.4;N;18.5
14/05/19;3.2;NE;11.2
15/05/19;3.6;N;12.7
16/05/19;2.5;NE;9.4
17/05/19;1.0;E;5.9
18/05/19;1.2;E;6.8
19/05/19;1.0;N;6.6
20/05/19;1.0;SO;9.9
21/05/19;1.1;E;6.4
22/05/19;1.0;NE;6.6
23/05/19;1.0;SE;5.9
24/05/19;0.9;E;5.0
25/05/19;1.0;S;8.4
26/05/19;1.7;S;9.5
27/05/19;3.7;NE;11.6
28/05/19;0.7;E;4.3
29/05/19;2.5;NE;10.8
30/05/19;2.4;NE;8.9
31/05/19;2.4;NE;8.4
01/06/19;1.4;SE;7.6
02/06/19;1.0;E;5.4
03/06/19;1.2;NE;5.9
04/06/19;1.0;E;5.9
05/06/19;1.0;SE;5.7
06/06/19;1.3;SE;7.0
07/06/19;1.3;NE;7.7
08/06/19;1.0;SE;6.1
09/06/19;1.1;S;5.7
10/06/19;1.4;SO;8.6
11/06/19;1.3;NE;7.2
12/06/19;1.4;E;8.2
13/06/19;1.0;E;4.2
14/06/19;1.2;SE;5.2
15/06/19;1.3;S;5.7
16/06/19;1.3;SO;5.2
17/06/19;2.5;E;9.7
18/06/19;1.1;SE;7.2
19/06/19;1.3;NE;8.7
20/06/19;1.0;SE;5.0
21/06/19;1.1;E;6.1
22/06/19;1.8;SE;10.4
23/06/19;1.2;NE;5.4
24/06/19;1.9;S;9.3
25/06/19;2.6;S;9.7
26/06/19;2.2;NE;8.9
27/06/19;1.1;E;5.0
28/06/19;1.8;E;8.3
29/06/19;2.5;S;10.4
30/06/19;1.7;N;6.3
01/07/19;1.2;E;6.0
02/07/19;1.1;NE;6.2
03/07/19;1.9;NE;16.4
04/07/19;2.3;N;11.9
05/07/19;1.3;S;8.0
06/07/19;1.3;E;6.9
07/07/19;1.1;S;6.4
08/07/19;1.4;S;8.4
09/07/19;1.3;S;7.8
10/07/19;3.2;S;13.2
11/07/19;1.0;SE;4.5
12/07/19;1.1;E;6.6
13/07/19;2.0;E;9.7
14/07/19;1.7;E;7.6
15/07/19;2.0;NE;8.1
16/07/19;3.0;N;10.9
17/07/19;1.1;S;6.4
18/07/19;1.0;E;5.2
19/07/19;1.0;SE;7.3
20/07/19;1.1;SE;7.1
21/07/19;1.2;NE;6.1
22/07/19;1.5;SE;7.2
23/07/19;1.4;SE;7.0
24/07/19;1.0;N;4.6
25/07/19;1.2;E;6.4
26/07/19;1.2;SE;6.8
27/07/19;1.1;E;8.4
28/07/19;1.1;E;5.9
29/07/19;1.5;SE;8.2
30/07/19;1.2;E;5.7
31/07/19;1.3;NE;7.5
01/08/19;1.0;S;5.2
02/08/19;1.3;SE;7.6
03/08/19;1.6;NE;6.5
04/08/19;1.0;E;4.9
05/08/19;1.1;E;6.3
06/08/19;1.1;SE;5.9
07/08/19;1.5;NE;8.8
08/08/19;1.2;SO;7.1
09/08/19;1.3;NE;6.4
10/08/19;1.3;E;8.2
11/08/19;0.8;SE;4.9
12/08/19;0.9;SE;6.0
13/08/19;1.3;E;6.4
14/08/19;1.9;E;9.9
15/08/19;1.5;NE;7.4
16/08/19;2.1;E;9.5
17/08/19;1.0;S;5.9
18/08/19;1.1;E;5.7
19/08/19;1.0;NE;5.1
20/08/19;0.9;E;6.5
21/08/19;1.2;NE;6.8
22/08/19;2.9;E;12.6
23/08/19;3.4;NE;12.3
24/08/19;1.4;S;6.1
25/08/19;1.1;NE;5.3
26/08/19;1.0;SE;8.5
27/08/19;1.1;SE;5.4
28/08/19;1.2;SE;13.1
29/08/19;1.2;NE;7.1
30/08/19;0.8;SE;6.9
31/08/19;1.2;NE;10.1
01/09/19;1.0;NE;9.9
02/09/19;0.9;S;10.9
03/09/19;2.7;E;11.2
04/09/19;2.5;N;8.9
05/09/19;1.0;SE;4.8
06/09/19;3.6;SE;13.7
07/09/19;1.2;NE;8.0
08/09/19;1.5;E;10.0
09/09/19;1.4;SE;5.5
10/09/19;2.0;SE;9.4
11/09/19;3.0;NE;9.0
12/09/19;2.1;S;10.4
13/09/19;2.7;E;10.0
14/09/19;3.1;NE;10.9
15/09/19;1.1;SE;4.1
16/09/19;1.0;E;4.4
17/09/19;0.9;SE;5.6
18/09/19;0.9;SE;3.8
19/09/19;3.5;SE;13.7
20/09/19;4.4;N;10.9
21/09/19;1.6;NE;7.0
22/09/19;1.2;SE;6.5
23/09/19;0.7;NE;5.9
24/09/19;0.9;E;6.7
25/09/19;0.9;E;7.7
26/09/19;0.8;E;4.8
27/09/19;0.7;SE;4.2
28/09/19;0.9;E;5.5
29/09/19;1.1;E;7.2
30/09/19;0.9;SE;5.4
01/10/19;0.7;SE;3.7
02/10/19;1.2;SE;7.6
03/10/19;2.6;E;13.4
04/10/19;0.9;NE;4.4
05/10/19;0.8;SE;3.6
06/10/19;0.8;E;3.5
07/10/19;3.4;E;11.7
08/10/19;0.9;N;5.5
09/10/19;0.8;SE;6.0
10/10/19;0.9;S;5.1
11/10/19;0.7;SE;3.9
12/10/19;0.5;S;3.3
13/10/19;0.7;SE;3.1
14/10/19;0.5;NO;3.1
15/10/19;1.3;E;10.1
16/10/19;1.1;S;6.4
17/10/19;0.7;SE;3.7
18/10/19;0.5;S;2.7
19/10/19;0.7;NE;8.7
20/10/19;0.6;E;3.8
21/10/19;0.8;NE;4.8
22/10/19;0.9;S;6.9
23/10/19;0.8;SO;4.4
24/10/19;0.8;SE;6.5
25/10/19;2.8;NE;12.4
26/10/19;0.8;SE;3.7
27/10/19;0.5;SO;2.4
28/10/19;0.6;S;3.2
29/10/19;0.6;SE;3.1
30/10/19;0.5;NE;3.7
31/10/19;1.8;SE;9.7
01/11/19;3.1;NE;11.5
02/11/19;0.6;SE;3.5
03/11/19;1.6;E;11.1
04/11/19;1.5;S;8.8
05/11/19;1.5;S;9.5
06/11/19;1.0;S;5.1
07/11/19;0.6;NE;4.2
08/11/19;1.0;E;5.8
09/11/19;0.5;O;2.1
10/11/19;1.0;SE;6.5
11/11/19;1.2;NE;7.1
12/11/19;2.8;E;12.8
13/11/19;0.5;N;10.0
14/11/19;0.9;SE;5.6
15/11/19;1.3;E;9.1
16/11/19;2.0;NE;16.2
17/11/19;2.1;N;14.1
18/11/19;1.0;E;6.6
19/11/19;1.3;E;7.3
20/11/19;0.6;E;4.4
21/11/19;0.7;SE;3.1
22/11/19;0.6;NE;3.7
23/11/19;1.8;E;10.0
24/11/19;2.0;SE;9.9
25/11/19;2.9;NE;11.3
26/11/19;0.5;S;2.2
27/11/19;1.1;E;9.2
28/11/19;1.9;SE;9.3
29/11/19;1.1;S;7.5
30/11/19;0.5;SE;2.6
01/12/19;0.7;SE;4.1
02/12/19;2.1;SE;15.2
03/12/19;5.6;N;16.6
04/12/19;5.6;NE;16.1
05/12/19;1.9;NE;12.2
06/12/19;0.4;S;2.4
07/12/19;0.6;NE;3.3
08/12/19;0.5;NE;3.5
09/12/19;1.3;S;6.6
10/12/19;2.6;E;11.0
11/12/19;1.8;N;9.4
12/12/19;1.6;SE;9.2
13/12/19;1.1;SE;10.4
14/12/19;0.6;SE;3.2
15/12/19;0.6;SE;3.2
16/12/19;0.4;NE;2.1
17/12/19;1.0;E;5.1
18/12/19;0.5;E;3.2
19/12/19;0.6;N;3.0
20/12/19;1.5;E;10.0
21/12/19;2.0;S;10.5
22/12/19;1.6;E;10.5
23/12/19;0.8;S;3.6
24/12/19;0.7;S;3.2
25/12/19;0.5;E;2.4
26/12/19;0.5;NE;2.2
27/12/19;0.6;NE;6.5
28/12/19;1.7;N;7.7
29/12/19;1.6;NE;8.8
30/12/19;4.0;N;12.8
31/12/19;0.6;SE;4.2
01/01/20;0.4;S;2.3
02/01/20;0.4;E;2.0
03/01/20;0.3;NE;2.2
04/01/20;0.3;SE;2.3
05/01/20;0.5;E;2.7
06/01/20;0.5;N;2.8
07/01/20;0.7;SE;9.4
08/01/20;1.7;O;8.3
09/01/20;0.4;SE;2.3
10/01/20;0.4;E;2.3
11/01/20;2.3;NE;11.6
12/01/20;1.9;E;7.9
13/01/20;0.5;SE;3.0
14/01/20;0.3;SE;1.9
15/01/20;0.3;SE;1.9
16/01/20;0.5;E;2.3
17/01/20;0.4;NE;1.9
18/01/20;1.9;O;9.7
19/01/20;3.7;NE;12.3
20/01/20;5.8;NE;14.3
21/01/20;4.5;NE;13.6
22/01/20;0.4;E;1.8
23/01/20;0.5;SE;2.7
24/01/20;0.5;E;3.8
25/01/20;0.9;E;4.2
26/01/20;0.4;E;2.3
27/01/20;0.5;SO;4.1
28/01/20;1.7;S;13.0
29/01/20;1.8;SO;7.5
30/01/20;0.6;E;5.9
31/01/20;0.3;E;2.3
01/02/20;0.7;E;4.6
02/02/20;0.7;S;3.9
03/02/20;0.4;E;2.6
04/02/20;2.9;S;16.8
05/02/20;3.9;N;17.0
06/02/20;2.1;NE;10.4
07/02/20;0.7;SE;3.1
08/02/20;0.6;S;2.5
09/02/20;0.3;E;2.0
10/02/20;1.8;E;8.2
11/02/20;2.6;SO;9.4
12/02/20;1.0;S;5.5
13/02/20;1.2;S;7.7
14/02/20;1.2;S;6.5
15/02/20;0.7;S;3.7
16/02/20;0.7;SE;3.6
17/02/20;0.9;SE;4.2
18/02/20;0.9;S;3.6
19/02/20;0.9;SE;4.7
20/02/20;0.9;E;3.2
21/02/20;0.7;S;3.8
22/02/20;0.7;SE;3.3
23/02/20;1.3;SE;7.5
24/02/20;0.8;S;3.3
25/02/20;0.8;E;5.2
26/02/20;3.0;S;16.2
27/02/20;1.6;SE;11.1
28/02/20;1.5;SE;8.6
29/02/20;0.7;SO;3.9
01/03/20;2.2;NE;9.0
02/03/20;2.2;SO;12.1
03/03/20;1.3;SE;8.8
04/03/20;1.8;NE;10.2
05/03/20;0.8;SE;5.8
06/03/20;1.9;E;13.0
07/03/20;2.2;NE;10.4
08/03/20;2.2;NE;7.2
09/03/20;1.4;S;12.0
10/03/20;1.4;N;7.9
11/03/20;0.6;E;3.6
12/03/20;0.5;E;2.5
13/03/20;0.7;SO;3.1
14/03/20;2.4;SE;13.8
15/03/20;4.3;NE;12.7
16/03/20;1.6;NE;8.7
17/03/20;0.7;SE;3.5
18/03/20;2.2;SE;10.3
19/03/20;1.1;E;5.3
20/03/20;0.7;SE;5.0
21/03/20;0.8;E;5.3
22/03/20;4.6;E;16.1
23/03/20;4.4;NE;14.7
24/03/20;3.1;NE;12.5
25/03/20;4.1;E;14.2
26/03/20;6.1;NE;19.4
27/03/20;5.5;NE;15.5
28/03/20;2.8;NE;10.7
29/03/20;0.9;E;4.3
30/03/20;2.0;E;11.1
31/03/20;5.2;N;14.4
01/04/20;3.4;NE;11.1
02/04/20;1.2;NE;5.6
03/04/20;2.2;S;10.8
04/04/20;2.9;S;12.6
05/04/20;3.1;NO;11.8
06/04/20;4.1;NE;11.6
07/04/20;2.8;SE;10.3
08/04/20;2.9;NE;10.4
09/04/20;1.0;SE;4.5
10/04/20;0.9;SE;5.2
11/04/20;0.9;SE;5.3
12/04/20;1.0;E;5.4
13/04/20;1.2;S;12.4
14/04/20;2.0;NE;16.3
15/04/20;3.6;NE;10.8
16/04/20;0.9;SE;4.7
17/04/20;0.9;E;5.0
18/04/20;0.8;E;5.1
19/04/20;0.8;SE;4.4
20/04/20;2.5;NE;12.2
21/04/20;4.6;NE;14.0
22/04/20;3.7;NE;12.4
23/04/20;3.5;N;12.0
24/04/20;1.1;SE;6.5
25/04/20;1.4;SE;8.1
26/04/20;1.0;SE;5.6
27/04/20;1.1;E;7.5
28/04/20;0.9;SO;5.8
29/04/20;2.2;SE;9.3
30/04/20;1.1;S;5.5
01/05/20;1.6;E;8.2
02/05/20;1.5;SO;6.2
03/05/20;2.2;NE;10.9
04/05/20;1.1;E;5.3
05/05/20;1.0;E;6.4
06/05/20;3.2;NE;13.1
07/05/20;2.0;N;9.0
08/05/20;1.0;SE;6.7
09/05/20;1.0;E;6.2
10/05/20;1.0;NE;5.6
11/05/20;1.1;E;8.2
12/05/20;1.5;S;6.2
13/05/20;1.4;E;8.4
14/05/20;1.8;O;10.9
15/05/20;1.6;S;7.2
16/05/20;2.2;NE;12.7
17/05/20;4.4;N;17.0
18/05/20;3.9;S;13.8
19/05/20;2.8;N;10.7
20/05/20;2.7;S;10.3
21/05/20;3.1;N;9.7
22/05/20;1.2;S;5.8
23/05/20;1.3;E;8.8
24/05/20;2.2;E;8.6
25/05/20;1.3;SE;6.2
26/05/20;1.8;SO;8.0
27/05/20;2.4;NE;10.4
28/05/20;1.0;S;6.7
29/05/20;2.9;SE;13.9
30/05/20;2.3;N;9.0
31/05/20;0.9;SE;4.6
01/06/20;1.8;E;8.0
02/06/20;1.1;S;7.1
03/06/20;1.5;E;9.2
04/06/20;2.1;E;11.1
05/06/20;1.8;S;9.0
06/06/20;1.6;E;7.6
07/06/20;1.4;S;8.1
08/06/20;1.2;E;7.6
09/06/20;1.0;E;10.3
10/06/20;1.0;E;7.9
11/06/20;1.1;NE;7.7
12/06/20;0.9;S;4.7
13/06/20;1.1;E;9.6
14/06/20;1.1;S;6.3
15/06/20;1.0;SE;6.6
16/06/20;0.8;NE;7.9
17/06/20;1.5;NE;6.4
18/06/20;1.5;SO;8.0
19/06/20;1.3;E;7.6
20/06/20;1.2;SE;6.5
21/06/20;1.2;E;8.7
22/06/20;1.3;S;7.4
23/06/20;0.9;SE;5.8
24/06/20;0.9;E;5.2
25/06/20;0.9;NE;4.5
26/06/20;1.0;SE;6.6
27/06/20;1.2;E;6.8
28/06/20;1.1;NE;5.8
29/06/20;1.4;E;7.4
30/06/20;1.3;NE;6.5
01/07/20;1.1;E;5.2
02/07/20;1.2;E;5.9
03/07/20;1.5;SO;11.8
04/07/20;3.8;N;11.7
05/07/20;1.8;NE;9.2
06/07/20;1.2;SE;7.3
07/07/20;5.0;NE;19.1
08/07/20;1.6;NE;7.5
09/07/20;1.2;SE;5.8
10/07/20;1.1;E;5.3
11/07/20;1.4;E;6.7
12/07/20;4.7;SE;13.1
13/07/20;3.7;N;11.5
14/07/20;2.7;NE;9.5
15/07/20;1.2;N;11.2
16/07/20;1.0;SE;4.8
17/07/20;1.2;E;12.4
18/07/20;2.2;E;10.2
19/07/20;1.2;SE;5.9
20/07/20;1.2;E;6.5
21/07/20;1.2;E;6.9
22/07/20;1.2;E;6.0
23/07/20;1.3;NE;5.8
24/07/20;1.5;SO;15.6
25/07/20;1.1;NE;5.8
26/07/20;1.2;SO;5.8
27/07/20;0.9;S;5.1
28/07/20;1.1;E;5.8
29/07/20;1.1;E;6.1
30/07/20;1.0;E;5.7
31/07/20;1.1;E;6.2
01/08/20;1.1;E;5.9
02/08/20;1.3;SE;5.4
03/08/20;1.6;NE;10.0
04/08/20;2.6;S;12.7
05/08/20;3.0;S;11.5
06/08/20;2.5;NE;11.6
07/08/20;2.9;SO;10.5
08/08/20;2.7;SE;12.6
09/08/20;1.9;SE;7.4
10/08/20;1.1;SE;6.3
11/08/20;0.9;NE;5.4
12/08/20;1.1;E;6.0
13/08/20;1.0;E;6.1
14/08/20;1.2;E;7.2
15/08/20;1.3;SO;7.4
16/08/20;1.1;NE;6.3
17/08/20;1.2;SE;7.2
18/08/20;1.1;E;6.4
19/08/20;1.2;E;5.7
20/08/20;0.9;E;4.5
21/08/20;1.0;E;5.6
22/08/20;1.1;SE;7.2
23/08/20;1.4;NE;9.7
24/08/20;2.8;N;9.9
25/08/20;1.3;E;6.1
26/08/20;1.3;E;7.0
27/08/20;1.2;NE;5.5
28/08/20;1.0;E;5.2
29/08/20;2.2;S;13.8
30/08/20;1.7;E;10.0
31/08/20;0.8;NE;5.2
01/09/20;0.9;NE;4.6
02/09/20;1.2;SE;9.0
03/09/20;1.3;E;6.2
04/09/20;1.0;SE;4.8
05/09/20;1.0;SE;4.8
06/09/20;1.0;E;5.1
07/09/20;2.0;E;10.6
08/09/20;4.8;N;13.2
09/09/20;1.0;NE;5.2
10/09/20;1.0;E;5.6
11/09/20;3.9;NE;11.1
12/09/20;3.7;NE;11.7
13/09/20;3.5;NE;12.5
14/09/20;3.4;NE;12.2
15/09/20;4.0;NE;11.0
16/09/20;1.3;E;5.8
17/09/20;1.8;S;10.6
18/09/20;2.7;NE;11.8
19/09/20;1.7;N;7.6
20/09/20;0.9;SO;8.8
21/09/20;1.0;E;6.4
22/09/20;0.7;NE;5.1
23/09/20;0.6;SE;3.4
24/09/20;0.7;SO;5.0
25/09/20;1.8;E;11.3
26/09/20;1.3;E;12.6
27/09/20;1.4;E;7.7
28/09/20;0.9;S;4.9
29/09/20;0.7;SE;3.9
30/09/20;0.7;SE;4.0
01/10/20;0.8;SE;4.7
02/10/20;1.8;NE;8.5
03/10/20;1.3;NE;8.0
04/10/20;1.9;SE;8.7
05/10/20;1.4;NE;8.5
06/10/20;1.2;E;10.7
07/10/20;1.4;NE;8.2
08/10/20;0.7;NE;3.2
09/10/20;0.6;SE;3.6
10/10/20;0.5;E;2.5
11/10/20;1.7;SE;10.9
12/10/20;3.0;NE;12.1
13/10/20;0.9;NE;4.4
14/10/20;0.8;SO;4.1
15/10/20;0.8;S;4.6
16/10/20;0.7;NE;3.8
17/10/20;0.6;E;2.5
18/10/20;0.7;SO;4.2
19/10/20;0.5;SE;2.6
20/10/20;0.5;S;2.5
21/10/20;0.6;NE;3.8
22/10/20;0.4;SE;3.4
23/10/20;0.5;S;4.8
24/10/20;0.8;NO;5.1
25/10/20;0.6;E;4.3
26/10/20;2.1;S;13.3
27/10/20;1.3;S;7.7
28/10/20;0.7;E;3.0
29/10/20;0.6;SE;4.3
30/10/20;0.6;S;2.8
31/10/20;0.5;S;2.9
01/11/20;0.4;E;1.8
02/11/20;0.5;E;2.8
03/11/20;0.5;E;2.2
04/11/20;0.9;NE;5.6
05/11/20;2.3;E;9.7
06/11/20;3.4;NE;10.5
07/11/20;0.7;NE;4.9
08/11/20;0.5;O;2.3
09/11/20;0.4;SE;2.3
10/11/20;0.4;S;2.0
11/11/20;0.3;SE;1.8
12/11/20;0.5;SE;3.5
13/11/20;0.6;E;2.3
14/11/20;0.5;NE;3.1
15/11/20;0.4;E;2.7
16/11/20;1.7;NE;12.6
17/11/20;3.0;N;11.8
18/11/20;2.5;S;10.3
19/11/20;0.5;S;2.8
20/11/20;4.1;N;16.5
21/11/20;4.3;NE;15.7
22/11/20;3.8;S;14.3
23/11/20;0.5;S;2.5
24/11/20;2.3;S;10.7
25/11/20;0.4;S;2.7
26/11/20;0.4;SE;2.0
27/11/20;0.5;S;3.0
28/11/20;2.7;S;13.7
29/11/20;5.2;N;14.7
30/11/20;3.3;N;11.8
01/12/20;1.9;NE;12.0
02/12/20;2.9;N;11.3
03/12/20;1.1;NE;7.9
04/12/20;1.4;SE;7.3
05/12/20;1.5;NE;9.3
06/12/20;0.9;E;4.8
07/12/20;1.3;E;7.9
08/12/20;1.7;NE;6.4
09/12/20;0.9;NE;4.6
10/12/20;0.9;E;5.3
11/12/20;0.7;NE;5.9
12/12/20;0.6;SE;5.3
13/12/20;1.0;N;6.7
14/12/20;0.5;S;2.3
15/12/20;0.5;SE;3.7
16/12/20;0.4;S;2.2
17/12/20;0.3;SO;1.8
18/12/20;0.3;S;1.8
19/12/20;0.4;NE;2.3
20/12/20;0.5;S;2.3
21/12/20;0.4;SE;2.9
22/12/20;0.6;SO;3.6
23/12/20;0.7;E;4.0
24/12/20;1.4;SE;6.8
25/12/20;1.6;SO;8.6
26/12/20;3.8;N;11.7
27/12/20;2.4;N;9.1
28/12/20;1.7;E;10.6
29/12/20;1.1;S;8.3
30/12/20;0.7;NE;3.9
31/12/20;0.8;E;3.4
01/01/21;1.3;E;6.7
02/01/21;1.7;E;8.3
03/01/21;1.4;NE;4.8
04/01/21;1.0;NE;3.8
05/01/21;1.1;E;4.5
06/01/21;0.8;E;5.1
07/01/21;0.7;SE;7.0
08/01/21;4.3;N;12.1
09/01/21;5.9;N;16.5
10/01/21;6.4;NE;17.4
11/01/21;4.2;NE;15.1
12/01/21;2.0;NE;13.9
13/01/21;0.4;S;2.5
14/01/21;1.0;S;8.9
15/01/21;3.7;E;13.5
16/01/21;1.8;NE;6.7
17/01/21;1.2;SE;10.1
18/01/21;1.2;N;8.7
19/01/21;0.5;S;3.2
20/01/21;0.6;O;2.5
21/01/21;1.2;NE;4.6
22/01/21;2.5;S;9.1
23/01/21;2.9;S;15.3
24/01/21;2.1;SO;12.7
25/01/21;1.4;S;9.5
26/01/21;0.7;O;3.6
27/01/21;0.5;E;2.5
28/01/21;0.3;NE;1.7
29/01/21;0.5;N;2.9
30/01/21;0.8;NE;4.4
31/01/21;2.2;SE;9.7
01/02/21;0.5;SE;2.5
02/02/21;0.7;SO;3.2
03/02/21;0.7;S;6.7
04/02/21;0.7;S;3.5
05/02/21;0.5;E;2.9
06/02/21;0.4;S;2.8
07/02/21;1.3;NE;5.6
08/02/21;1.9;SO;10.6
09/02/21;1.4;E;7.8
10/02/21;1.3;SO;9.4
11/02/21;1.2;NE;7.6
12/02/21;4.8;NE;12.1
13/02/21;7.1;NE;21.4
14/02/21;3.8;NE;15.8
15/02/21;0.7;E;3.2
16/02/21;0.5;E;2.8
17/02/21;0.6;SE;2.8
18/02/21;0.4;S;2.4
19/02/21;0.6;NE;3.2
20/02/21;0.7;NE;2.6
21/02/21;0.7;SE;3.3
22/02/21;0.7;S;5.0
23/02/21;0.4;E;2.3
24/02/21;0.6;S;4.0
25/02/21;0.6;S;3.1
26/02/21;0.6;SE;3.3
27/02/21;2.7;NE;14.4
28/02/21;5.3;N;13.7
01/03/21;3.4;NE;10.4
02/03/21;2.7;E;10.4
03/03/21;0.7;E;4.2
04/03/21;0.8;S;5.6
05/03/21;0.8;SE;4.6
06/03/21;5.2;NE;14.0
07/03/21;1.3;NE;8.6
08/03/21;1.9;NE;9.2
09/03/21;4.6;NE;11.5
10/03/21;2.3;NE;10.3
11/03/21;1.0;SE;6.5
12/03/21;1.1;NE;5.9
13/03/21;1.5;S;8.9
14/03/21;3.1;SO;14.2
15/03/21;1.0;S;6.9
16/03/21;1.8;S;13.2
17/03/21;1.0;E;5.8
18/03/21;2.3;SE;9.0
19/03/21;2.6;SE;9.4
20/03/21;4.0;NE;14.7
21/03/21;4.4;N;14.6
22/03/21;3.7;N;12.5
23/03/21;2.2;E;10.2
24/03/21;1.0;SE;5.6
25/03/21;1.0;E;5.4
26/03/21;0.6;SE;3.2
27/03/21;0.7;E;4.0
28/03/21;0.8;SE;4.2
29/03/21;0.8;E;4.3
30/03/21;1.2;SE;6.4
31/03/21;0.8;E;5.8
01/04/21;1.0;S;5.6
02/04/21;1.0;SE;5.6
03/04/21;2.4;E;13.0
04/04/21;3.3;NE;11.0
05/04/21;1.9;N;7.5
06/04/21;3.6;S;20.1
07/04/21;2.7;N;14.4
08/04/21;1.2;SE;8.9
09/04/21;1.0;E;7.0
10/04/21;0.9;E;6.4
11/04/21;1.9;NE;8.0
12/04/21;1.1;NE;6.6
13/04/21;3.3;E;12.7
14/04/21;1.4;NE;5.8
15/04/21;2.0;E;9.8
16/04/21;3.3;NE;10.5
17/04/21;3.7;NE;10.8
18/04/21;3.2;NE;11.0
19/04/21;2.1;NE;9.0
20/04/21;1.0;E;6.5
21/04/21;0.9;SE;7.6
22/04/21;1.6;NE;9.8
23/04/21;2.9;SE;10.1
24/04/21;1.9;NE;9.0
25/04/21;1.1;S;7.1
26/04/21;1.8;SE;13.7
27/04/21;3.3;NE;9.1
28/04/21;0.8;E;3.6
29/04/21;1.0;S;5.2
30/04/21;0.7;E;3.9
01/05/21;0.9;N;7.2
02/05/21;2.6;S;11.7
03/05/21;1.1;NE;6.1
04/05/21;1.3;E;6.0
05/05/21;1.5;S;8.7
06/05/21;1.8;SE;9.3
07/05/21;1.7;S;9.9
08/05/21;0.9;NE;4.9
09/05/21;0.9;E;6.4
10/05/21;1.3;S;7.1
11/05/21;0.9;NE;6.6
12/05/21;1.8;SE;11.5
13/05/21;1.3;NE;9.7
14/05/21;1.4;S;5.7
15/05/21;1.4;E;9.4
16/05/21;1.0;SO;4.9
