"PART_SEQ";"PART_LEVEL";"PART_ID";"PART_NAME_L";"PART_PARENT_NAME_L";"REMA_CONCENTRATION";"REMA_DATE";"STAT_ID";"STAT_CODE";"STAT_NAME_I";"STAT_NAME_D"
2;1;1320;Aceraceae;Polline;3,20;01.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;4,48;02.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,96;03.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;2,88;04.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;2,88;05.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;2,24;06.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;1,28;07.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;1,28;08.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;3,20;09.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;10.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;11.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,96;12.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;13.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;1,28;14.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;15.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;16.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;17.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;18.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;19.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;20.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;21.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;22.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;23.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;24.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0;25.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;26.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;27.04.2013 00:00:00;69;FI1;Firenze;
2;1;1320;Aceraceae;Polline;0,32;28.04.2013 00:00:00;69;FI1;Firenze;
